Instance,Income
112277,103647.40098384302
112278,44740.0447653085
112279,36793.259867691435
112280,155076.28075002972
112281,112581.45015215129
112282,200322.14624340367
112283,147906.30900931917
112284,156319.88574328087
112285,115963.44246413559
112286,156167.70519788284
112287,80228.41356341541
112288,102023.48153393064
112289,178517.53275033832
112290,120972.49722376
112291,41065.249026313424
112292,160558.46108251065
112293,75509.63080380578
112294,152636.7591777658
112295,157416.56681723706
112296,132062.48633481003
112297,179180.62329228316
112298,153798.04529001657
112299,71961.31104260683
112300,114215.22152309213
112301,79212.22408369463
112302,127596.66710241046
112303,94105.05189327803
112304,173184.20651410334
112305,65528.216094747186
112306,200179.37020748854
112307,157399.41487552412
112308,124102.69734091405
112309,146454.93630798906
112310,44405.91546082124
112311,156131.22563053388
112312,100259.09726169519
112313,79515.42918811925
112314,75801.18788074702
112315,96477.4078743495
112316,93022.47028256953
112317,77533.54120042175
112318,82016.74485522695
112319,38355.35424994305
112320,226165.45206811652
112321,81168.59731088672
112322,82559.43348661065
112323,147572.22684359364
112324,93623.48219435103
112325,104422.18069477659
112326,114151.18558850233
112327,79402.85861160513
112328,116714.61133645661
112329,30157.396412382834
112330,106482.9686965989
112331,112520.46195118222
112332,69455.31801191065
112333,124210.43017933145
112334,70650.72753088083
112335,186367.33275399543
112336,92851.95592347719
112337,185656.45618698
112338,156509.28107485175
112339,71704.00231981557
112340,89081.38463375159
112341,81999.89365260769
112342,148162.48741138913
112343,168766.55579737388
112344,138238.32575315144
112345,140007.18491782807
112346,206321.21770370193
112347,56474.85249674413
112348,95941.32534699049
112349,110668.79418318905
112350,150050.12609269563
112351,101383.09123875014
112352,84591.29634764139
112353,78441.17883256637
112354,192960.85093712155
112355,136628.909792318
112356,119073.11798484717
112357,103866.40912227705
112358,50235.68104601279
112359,104620.0276581319
112360,97693.61133699957
112361,66864.21718153171
112362,146281.87057761196
112363,72630.66881319322
112364,30976.981175065972
112365,29842.58180480823
112366,125820.83469026815
112367,117029.95016260352
112368,27461.286339622922
112369,95744.05385274999
112370,24154.81479060091
112371,122135.653329283
112372,71288.88194385171
112373,102261.94160951301
112374,101412.3925122479
112375,93234.83299712092
112376,157590.90810670145
112377,101814.3543382138
112378,65375.79285370745
112379,151387.30763673782
112380,80206.80657672975
112381,75410.82638951205
112382,140472.11826995946
112383,127886.70215278491
112384,100301.0332602188
112385,95468.73034653068
112386,99879.63570837397
112387,103862.55426061898
112388,97526.69766519964
112389,135053.3688279884
112390,142224.70102725737
112391,62109.54434128851
112392,151310.6508798888
112393,178433.42349637114
112394,51347.643680715
112395,213854.76240858436
112396,224884.27619291004
112397,154664.2561936779
112398,129166.44241672754
112399,152699.08530050702
112400,96301.25239278097
112401,163429.89482739381
112402,156813.82218867913
112403,119503.77029349748
112404,111122.65349563211
112405,149097.67450657208
112406,64394.05621959362
112407,95879.30739258043
112408,146212.11307851877
112409,166109.23134088702
112410,78569.99473613314
112411,90313.00821747631
112412,59933.310939898714
112413,91626.9792335676
112414,175585.39457880147
112415,111977.94377336465
112416,62540.895059538074
112417,76244.2507418422
112418,122686.13820062671
112419,94487.3950042259
112420,105828.36951101199
112421,79850.92791129462
112422,99899.53128231596
112423,81253.27682712674
112424,100828.12475291546
112425,78527.69464643486
112426,197689.34807225596
112427,84353.97000609338
112428,39317.52015459351
112429,82438.69034245517
112430,157732.76601981465
112431,156680.2607675353
112432,53719.11394613981
112433,184866.6068550758
112434,120296.29246884398
112435,108921.25885888003
112436,84097.23665515706
112437,123128.46015942469
112438,87807.65199076757
112439,89591.61975158099
112440,112885.5681444332
112441,138152.83665937372
112442,98569.28986738063
112443,127735.08229863364
112444,26383.522751227953
112445,91784.84421307873
112446,108438.49946046062
112447,175477.13521175552
112448,135204.96998227853
112449,125451.62970526982
112450,105016.65974850114
112451,124253.35724612325
112452,116927.93415672332
112453,150999.0107102152
112454,153713.147592281
112455,145822.01924971398
112456,65340.24947729241
112457,105043.22002784349
112458,112567.22694603913
112459,141148.18279446568
112460,78326.58241594024
112461,142028.00509136822
112462,155483.02715169452
112463,131256.6763388915
112464,113122.5645543132
112465,119495.48250162229
112466,105068.01943016332
112467,121262.57030807156
112468,91836.28211142402
112469,66175.38664066419
112470,83074.43541721348
112471,107296.2065192936
112472,148044.66436122078
112473,99286.96515887976
112474,143274.7672331445
112475,91144.6286612507
112476,65882.36323280819
112477,95591.2124973964
112478,56931.54591873102
112479,118821.02355759405
112480,78796.45422194432
112481,162406.66418993473
112482,94376.30195306614
112483,196900.9144924879
112484,121479.9088241309
112485,159661.8734710859
112486,52640.36623308249
112487,79476.5279282229
112488,61102.12330080196
112489,95166.86858817283
112490,75824.38808070868
112491,99693.86558061838
112492,191733.26985947136
112493,187564.71750818565
112494,83799.70069855824
112495,84420.73908396997
112496,82975.37337241787
112497,156729.5647635935
112498,143704.855702498
112499,121169.52430394758
112500,109141.28116960078
112501,70377.80179654155
112502,95514.67945435364
112503,109948.1555883782
112504,36207.087890613824
112505,77990.2338555986
112506,176664.02547596395
112507,154150.81686088163
112508,183582.5937830191
112509,92036.18324204348
112510,128033.59324571956
112511,86222.26779396646
112512,103373.92276532389
112513,-2756.815807241015
112514,139409.77157172002
112515,199081.04461829923
112516,172379.9006239567
112517,91447.89220956806
112518,102330.59744449146
112519,81308.87298306543
112520,125732.68858670257
112521,126293.54283740651
112522,106521.27507108916
112523,163068.2510612337
112524,160122.28854797315
112525,58217.09383823164
112526,93187.50297570694
112527,154623.0602920195
112528,94256.44424064085
112529,91731.64757208247
112530,121770.4669436384
112531,149588.7841265779
112532,140325.82895017788
112533,124017.0061501069
112534,80948.6776315989
112535,86428.77632546704
112536,165552.36144466978
112537,134016.4850298632
112538,29946.458195647225
112539,70709.12186274119
112540,76286.19939700887
112541,126346.7931825677
112542,175322.57979361247
112543,169130.20444973372
112544,126852.99447599798
112545,152199.35519983992
112546,30168.013959237374
112547,70986.56528692134
112548,134414.7785335034
112549,64826.70180776995
112550,68838.01257571205
112551,91184.49144534674
112552,138776.3694885997
112553,144917.67986463476
112554,98243.11062729731
112555,91386.7339681061
112556,157544.96994427033
112557,131844.5390605433
112558,144982.43232758902
112559,43463.933278242126
112560,100877.2075422816
112561,114726.29222162254
112562,70292.70813114569
112563,126150.70783369243
112564,135238.81062622927
112565,83087.8294073809
112566,101227.71611294616
112567,7986.066577214748
112568,170560.2404840067
112569,41068.37421956472
112570,114818.77076967899
112571,151140.55888165068
112572,97635.84993282333
112573,80950.78062389046
112574,910.5302458982915
112575,64593.65630733315
112576,30410.987547229975
112577,138318.22840986587
112578,104433.03589600604
112579,117275.68163859844
112580,60682.683303155936
112581,149207.68019400258
112582,127918.76248634607
112583,76366.82803610899
112584,65156.670392358676
112585,79123.34482710343
112586,49936.32965702098
112587,83848.95947510097
112588,151597.02658748813
112589,82462.33403885458
112590,114143.8437378062
112591,106667.18187943194
112592,123528.12138796318
112593,73085.86868077796
112594,69080.59132148605
112595,59854.32663458958
112596,95379.5722229071
112597,94900.33234081417
112598,38193.828380957246
112599,70095.09883226547
112600,93198.11779840011
112601,85878.06729922537
112602,167669.11964596808
112603,58751.482087254524
112604,102506.16724543739
112605,112326.35291714966
112606,66415.78609521873
112607,155356.43670771085
112608,104940.66641573329
112609,125766.48954722844
112610,171480.5541291088
112611,136331.44031267148
112612,97228.39508977812
112613,99705.7770816544
112614,149798.89858361706
112615,64910.19843400456
112616,47383.437786384486
112617,114202.92070763372
112618,169717.9747503847
112619,32659.084445364773
112620,63085.8580340147
112621,28148.40203433484
112622,130301.77870153822
112623,113420.60168535728
112624,138382.86510742456
112625,92308.11901342403
112626,94161.15848540701
112627,143687.9920499483
112628,56803.834773115814
112629,140121.81382659543
112630,128497.38769913651
112631,206127.82053568494
112632,138495.98441157956
112633,36444.69639609475
112634,19616.662982285954
112635,66363.53160981182
112636,171748.3997906465
112637,138344.90866141114
112638,47373.85768808145
112639,133456.25051040016
112640,86254.44845008291
112641,46755.03816633485
112642,132918.60174052604
112643,185367.62650720868
112644,81411.09265467152
112645,103936.70898327045
112646,114801.25255532376
112647,59091.041053709574
112648,90883.22618052177
112649,76763.83939849958
112650,36182.47037500795
112651,38765.208069938235
112652,48304.520143491216
112653,87601.71723956335
112654,4103.929247706197
112655,42001.354308584705
112656,50671.06880611926
112657,125411.92264932394
112658,126715.93494112417
112659,137279.66941343248
112660,195069.27954572067
112661,132331.14913797285
112662,246085.89475381002
112663,177497.71247628517
112664,152890.1022795951
112665,135045.19869686104
112666,147294.237266941
112667,62838.95091237407
112668,102930.93447446916
112669,184890.7167003369
112670,72953.74832080491
112671,113082.01403670944
112672,58246.92107141856
112673,96450.56323299464
112674,104117.88932742272
112675,102006.70672192238
112676,89893.63061216101
112677,92038.90896088164
112678,89770.5767839104
112679,155360.72802069224
112680,60938.474471698515
112681,94040.18327733316
112682,115435.48241647612
112683,-17123.961533789523
112684,151612.88258110173
112685,80020.86202509422
112686,40716.69445322454
112687,147751.9519714536
112688,101335.10692480672
112689,160856.3175270483
112690,154497.33709954284
112691,105891.34827017598
112692,129265.0295169251
112693,129870.30064221937
112694,116119.72466794029
112695,136888.86508250423
112696,170233.61995117273
112697,43322.81450445857
112698,192272.88093907945
112699,87830.16491232347
112700,130172.7781581087
112701,122579.69444900472
112702,151174.5511847278
112703,104754.15730351768
112704,145942.11376919877
112705,159072.98023051675
112706,117509.34608429484
112707,97840.28428983316
112708,145502.5962720476
112709,83514.5027606273
112710,164717.87669703923
112711,72437.99432971422
112712,60108.66879940964
112713,155884.71884622984
112714,61565.72957270406
112715,79992.78899743408
112716,62852.082600902766
112717,40082.9719011737
112718,79678.04325044714
112719,121499.25690921489
112720,111185.86212905776
112721,74703.65735017788
112722,67166.21983079799
112723,111175.93250385765
112724,21333.39329611603
112725,116434.14243162796
112726,46321.81013563834
112727,129710.36485331971
112728,16092.920777047984
112729,82948.12204494327
112730,110293.64047001861
112731,76774.56843999214
112732,41616.16771382745
112733,146236.18512122892
112734,69913.92141882703
112735,35928.18025983963
112736,130519.39065697324
112737,114541.05948171578
112738,133945.6758483434
112739,171378.5216722479
112740,220271.85655473173
112741,118767.34503036179
112742,130536.87944637425
112743,125970.96015200671
112744,159538.05299509224
112745,120517.3129307814
112746,88706.92593152914
112747,158964.53978801984
112748,78448.74243718386
112749,128444.27082926966
112750,49198.80691690929
112751,139183.2382352613
112752,159085.10046205577
112753,150864.3569882661
112754,244291.24984210543
112755,41404.40196499042
112756,120148.11960852053
112757,98847.20488863718
112758,96201.734999015
112759,36555.08982729819
112760,88987.61479045078
112761,156535.01562562305
112762,117085.12149021402
112763,58847.71717673633
112764,82666.92985945102
112765,14100.605750537477
112766,191921.75709777046
112767,124195.99562267866
112768,109913.30936694704
112769,70744.6769718742
112770,68017.04861275479
112771,143609.6992211109
112772,126023.30593156163
112773,144796.9539514156
112774,60371.164670113474
112775,109592.44595301058
112776,68943.20039808191
112777,89742.64104507957
112778,155942.828814839
112779,102025.6622916935
112780,164661.65955126565
112781,165320.69786558114
112782,44692.64363892842
112783,147859.95984330773
112784,122033.22847893275
112785,75943.25813238323
112786,119055.50728176814
112787,161910.2069611065
112788,130899.65516021568
112789,120761.84245319944
112790,153443.15036592074
112791,83745.8830760885
112792,89151.1338738855
112793,89384.88624939788
112794,144840.41004170105
112795,89166.42989105359
112796,98892.30132670328
112797,148934.92773343623
112798,155447.02920939866
112799,104059.84732679557
112800,90949.63011971582
112801,87641.31138060428
112802,44073.74553558696
112803,219168.165996084
112804,168412.7132065203
112805,101493.04257723223
112806,74318.47287000995
112807,79940.21474886127
112808,126742.80355748255
112809,101100.65078685712
112810,132659.1540832622
112811,131463.091449772
112812,120850.35435714759
112813,109803.49206923507
112814,118452.09200158995
112815,39146.64682537969
112816,66007.81601289846
112817,107939.6049342053
112818,108422.28323255107
112819,11667.607533079572
112820,134177.05091511272
112821,74344.98094748054
112822,12681.8245909689
112823,85804.88336861134
112824,116921.13707865588
112825,169888.6108195046
112826,192314.7275927253
112827,-12679.78318352811
112828,71995.83960896544
112829,73470.94606832322
112830,143628.63983334415
112831,132200.68709021527
112832,107762.61913245264
112833,154777.51284839492
112834,140635.5890983492
112835,40517.00042954739
112836,140667.67939220276
112837,145434.14114809688
112838,157994.75061306078
112839,149105.14618830383
112840,129024.31704670377
112841,51529.8130301889
112842,40182.74437188916
112843,118839.14133726154
112844,131198.92657094635
112845,179244.94796772674
112846,119276.00423228461
112847,144290.09185860865
112848,126778.17617852241
112849,59458.511706135236
112850,154656.8562052399
112851,62522.47260174155
112852,126037.46662687976
112853,127883.42218746431
112854,160700.81932549458
112855,59200.456053274684
112856,106047.09869880415
112857,86416.75867189094
112858,35429.54883184284
112859,195319.67051855288
112860,111911.00343924016
112861,131335.6936604092
112862,109492.21122679207
112863,95367.1079495186
112864,80785.89404710289
112865,82294.01282976381
112866,103771.12999768276
112867,111320.95361997467
112868,119536.47749938909
112869,90938.48995511793
112870,62622.315969757736
112871,85276.59823172819
112872,84155.01287793554
112873,98521.15214139782
112874,96558.18307755608
112875,96999.76309903525
112876,88417.65338698495
112877,130097.13525310904
112878,82709.28858624864
112879,117055.12032979075
112880,137721.41049201507
112881,154044.07914384548
112882,131693.6315025771
112883,130119.0201941384
112884,22425.877937923186
112885,103382.2485825019
112886,111629.52180942334
112887,60839.6545884246
112888,144021.47448260523
112889,143592.40604159143
112890,165526.54097419698
112891,89256.83386745956
112892,171367.53884424642
112893,95223.24872871861
112894,184046.23942197114
112895,59660.510697213
112896,-449.01267314888537
112897,62177.0141343819
112898,28243.407156590372
112899,56536.74409092497
112900,90523.697530929
112901,158205.38419016637
112902,55471.37627822533
112903,112204.02236831933
112904,161207.5813215878
112905,128399.9764905842
112906,115191.38631889783
112907,70142.70676635299
112908,15856.928416879848
112909,146137.95852801204
112910,131206.41198956314
112911,100486.11075979285
112912,39332.780136521906
112913,111191.45806835499
112914,105261.74875128921
112915,86753.04444409534
112916,146905.96876973473
112917,94149.44823546056
112918,200741.5419766158
112919,127417.25466671586
112920,64945.82973818574
112921,84104.43552466482
112922,149810.00890828483
112923,60605.16253877897
112924,125679.01475244295
112925,155336.0653324183
112926,104724.87653018348
112927,100495.57146228384
112928,57180.26605797
112929,150775.99350399524
112930,165530.2225022111
112931,59424.03077183198
112932,84345.04969292041
112933,99777.18595554028
112934,176274.30882586073
112935,141042.81287734117
112936,214368.40203414205
112937,194893.82988971844
112938,74118.48219397012
112939,48345.09143895656
112940,118631.75830940623
112941,145562.33059963305
112942,23987.850607863627
112943,97571.4260729421
112944,58579.549543885514
112945,153804.2416606415
112946,118120.31331533007
112947,91323.91509792022
112948,143608.04679399356
112949,99516.83136895578
112950,121917.81019160151
112951,129942.11886704247
112952,82041.73696900904
112953,102803.00110169314
112954,106677.12515216973
112955,28523.940454837866
112956,65060.75611769315
112957,116282.15270606801
112958,226972.2000332782
112959,137970.08630496915
112960,131930.7947907094
112961,160495.70447087847
112962,132017.6632328136
112963,50668.47846317291
112964,69316.78966682032
112965,48213.14116733242
112966,161775.0017696172
112967,25825.18023991864
112968,47783.5306486059
112969,58792.68897187151
112970,-6406.4155515655875
112971,69014.33305901196
112972,145953.87758566532
112973,77888.99962723162
112974,129949.00483535696
112975,77957.02821663581
112976,52628.49604697153
112977,87849.7145104343
112978,139317.91493187007
112979,112081.91601154767
112980,135465.42108758632
112981,27865.357312373817
112982,118277.97196058463
112983,181858.28651190642
112984,53778.36008559726
112985,82618.35280165356
112986,99609.53468508273
112987,104396.13388739806
112988,146421.54731700383
112989,98606.75072593708
112990,136094.33563442063
112991,58544.52741592191
112992,75388.25012904126
112993,156915.46645241324
112994,91557.29826639872
112995,89349.78382952884
112996,57467.314744135365
112997,157998.9302425785
112998,120028.67513424624
112999,174024.49727169424
113000,45634.45048729051
113001,97625.80233108625
113002,162232.86201162077
113003,116872.43225282338
113004,13681.126186775044
113005,121039.18591604102
113006,138311.44417700171
113007,66702.83400780614
113008,10967.044144260697
113009,120805.93896836601
113010,145123.41181858163
113011,171452.5986237079
113012,125079.37235097121
113013,113974.58665863425
113014,125600.91716814693
113015,172747.98802212533
113016,168668.12746161688
113017,77118.09838215355
113018,141571.1997670373
113019,92716.30392649956
113020,114044.26058361866
113021,121764.28488295525
113022,98577.87073860504
113023,148254.34477871563
113024,223650.1756045157
113025,111473.95374515932
113026,119077.70001323055
113027,67257.68319756445
113028,99083.49884568062
113029,109478.03476572037
113030,186276.2353392057
113031,94989.25899622403
113032,94508.76603821758
113033,179560.09603650402
113034,95672.49799359217
113035,140066.8375732042
113036,163135.503665057
113037,89119.87542371266
113038,116009.30216949899
113039,115291.06584251951
113040,153298.46414335817
113041,83280.33860625885
113042,85430.99924274255
113043,61208.91063701641
113044,102780.52838933095
113045,148366.42164853867
113046,159135.53566939384
113047,114841.8513791794
113048,89030.32193993218
113049,86140.08286067285
113050,142930.16855271906
113051,109814.24907354638
113052,93436.05707483925
113053,106093.25259733666
113054,148969.3531930307
113055,119384.59875965305
113056,120961.38453478646
113057,52365.45481042564
113058,66866.35352215637
113059,118696.05070791021
113060,132971.71240092907
113061,57222.45478301868
113062,64470.65373040829
113063,119194.50606491044
113064,150562.68931756448
113065,102447.68256732915
113066,80985.39806530625
113067,101272.25528352987
113068,108666.54276692588
113069,90463.63156802952
113070,120524.52059352677
113071,90711.47996003553
113072,79983.9056100361
113073,129177.67678687163
113074,84814.35162581503
113075,116184.02214442566
113076,130082.16398880258
113077,68085.88276050985
113078,90095.18645935971
113079,195659.7526215436
113080,92724.82488481235
113081,133218.4802002022
113082,95009.69478004612
113083,107830.84242712706
113084,86073.31147701293
113085,130638.62235292606
113086,100458.62106513791
113087,167154.6535768481
113088,85843.63531170972
113089,67472.2372764945
113090,130833.11948930658
113091,168717.3608092051
113092,111533.68063272629
113093,172401.65357730258
113094,111736.74804452062
113095,99561.16072988883
113096,195828.9493975602
113097,68275.18179606833
113098,178832.94122807868
113099,112308.21899683867
113100,81477.02013260592
113101,154816.11913696304
113102,158886.87326744758
113103,83488.73818626907
113104,180999.61000978388
113105,123209.91194377746
113106,142573.48283938412
113107,98284.02148559317
113108,108435.31852302793
113109,77165.83741264697
113110,91967.84758229274
113111,98746.75354521722
113112,92900.37102194875
113113,103113.99051253963
113114,109666.95615405217
113115,18329.28021072503
113116,122106.56648916844
113117,195786.05813609436
113118,66674.90832256991
113119,186335.7183022676
113120,73121.85649333615
113121,170289.45311867632
113122,89929.27605373506
113123,107123.10806130432
113124,72039.7874033209
113125,108924.74587491341
113126,112469.50589310471
113127,126238.41816407163
113128,148662.0155221941
113129,103906.86139512062
113130,153746.0592443794
113131,155609.38937881216
113132,79258.2015271876
113133,150931.24654762447
113134,128359.68266889825
113135,64972.281187922694
113136,120597.26958503854
113137,85472.14959384967
113138,102826.57648144569
113139,75736.22989733052
113140,111725.7599773528
113141,73342.27849126328
113142,98631.73363364674
113143,28259.8893476082
113144,73936.80015395954
113145,156824.72139172442
113146,108526.07125539798
113147,50383.16284908075
113148,119242.4318347089
113149,121598.68161418661
113150,75191.43192618992
113151,151465.68309744354
113152,83283.72524357308
113153,200550.54992436524
113154,136014.58209956344
113155,115534.53912067506
113156,148486.1742828153
113157,94727.58044280391
113158,130264.75973109901
113159,135088.89224737603
113160,137926.9778742278
113161,140302.4020458553
113162,71434.78948327247
113163,120522.07027316745
113164,125369.28157375287
113165,139211.24686271232
113166,65830.55214525759
113167,208104.98749309685
113168,174189.7093249187
113169,94225.98960099462
113170,85040.8512442531
113171,90617.16484028287
113172,106227.44998476375
113173,142339.28158200905
113174,213366.24933868088
113175,78651.25870816503
113176,122483.63912724145
113177,108770.30631850101
113178,158354.3533081934
113179,107858.39989293832
113180,113224.74641867448
113181,93063.67355140764
113182,85115.30272903573
113183,64857.18363162596
113184,156996.68596349284
113185,114156.91664162185
113186,77951.24863759428
113187,36017.0719719138
113188,61542.87365972996
113189,156815.0170091223
113190,179263.38070975617
113191,131584.79897715617
113192,108858.17332757171
113193,114278.79729878064
113194,46522.59560160432
113195,111420.63606913295
113196,99572.05393023137
113197,101873.81694795378
113198,2335.1486341077834
113199,159030.56879405584
113200,92167.00164302438
113201,124091.8397697797
113202,140396.46710044425
113203,64380.280403973535
113204,227003.28497727308
113205,210612.44888433907
113206,160714.88806872535
113207,45448.382780964486
113208,126289.37404505815
113209,72979.13563147187
113210,130140.6797183603
113211,142914.01563793048
113212,75743.9220149871
113213,171819.01978455763
113214,95961.48235945869
113215,129696.56010304764
113216,154028.77930238564
113217,117031.80488820281
113218,83733.5077918712
113219,97445.51426631492
113220,174601.46077343822
113221,79143.57766940631
113222,124809.33171642479
113223,56550.59591534827
113224,47730.32115404215
113225,136235.1178581193
113226,114723.693319262
113227,186507.26962119248
113228,135883.86193287745
113229,48590.38116624113
113230,125005.76750363689
113231,99975.40077455342
113232,151613.07984284777
113233,59773.24067873694
113234,115828.01848001592
113235,114679.20578080975
113236,82381.62294256594
113237,185832.85079138633
113238,93532.58113732282
113239,86961.27752048522
113240,21931.033116382547
113241,64077.33795897663
113242,119927.78213098459
113243,5095.179066438228
113244,144650.39502295014
113245,47389.69620399084
113246,68166.81610429846
113247,143530.8529317556
113248,62860.73131731618
113249,84615.1446871357
113250,167403.77044387348
113251,26498.775590430014
113252,120048.54257446341
113253,72106.11513807718
113254,99012.8890333008
113255,144658.42405554652
113256,120697.47557814885
113257,116989.87305148039
113258,54536.093967650086
113259,47737.578328940086
113260,138102.37478003558
113261,94474.54292780999
113262,125395.10810687486
113263,181862.53289444838
113264,76537.99636910204
113265,122411.20147242211
113266,36615.51504478138
